Nachname;Vorname;Strasse;Postleitzahl;Ort;Telefonnummer;Handynummer;Geburtsdatum;Email
Steiner;Max;Alpenblick 13;9100;Solothurn;0448094381;0799343726;1995-06-14;Max.Steiner@gmail.com
Meier;Katja;Bergstrasse 76;8002;Freiburg;0448590960;0798696155;1997-12-17;Katja.Meier@gmail.com
Steiner;Sandra;Feldstrasse 22;9100;Bern;0441277545;0792169562;1996-05-06;Sandra.Steiner@mail.com
Zürcher;Julia;Bergstrasse 31;9050;Genf;0443005327;0791860658;1980-07-12;Julia.Zürcher@example.com
Zürcher;Anna;Dorfstrasse 85;3000;Neuenburg;0443824648;0796616369;1965-12-22;Anna.Zürcher@web.de
Müller;David;Feldstrasse 79;4001;Chur;0442976598;0794795028;1994-02-02;David.Müller@example.com
Brunner;Lukas;Schulstrasse 81;8304;Luzern;0443005327;0793741172;1960-05-23;Lukas.Brunner@example.com
Huber;David;Seestrasse 41;8500;Neuenburg;0442986851;0793397566;1993-10-12;David.Huber@mail.com
Müller;Markus;Hauptstrasse 27;6003;Chur;0441025317;0799516577;1986-05-14;Markus.Müller@gmail.com
Zürcher;Simon;Schulstrasse 11;4001;Solothurn;0448591306;0795160934;1972-11-25;Simon.Zürcher@gmail.com
Kunz;Felix;Talstrasse 17;8050;Neuenburg;0445349037;0799343726;1959-05-24;Felix.Kunz@web.de
Baumann;Max;Seestrasse 59;9001;Basel;0442321054;0798551915;1965-01-28;Max.Baumann@example.com
Maurer;Julia;Gartenweg 41;9100;Genf;0445192456;0792169562;1973-12-07;Julia.Maurer@gmail.com
Marti;Lukas;Dorfstrasse 33;3000;Lugano;0448982813;0796649602;1985-02-01;Lukas.Marti@yahoo.com
Huber;Katja;Seestrasse 33;7000;Luzern;0442144055;0794729837;1960-12-08;Katja.Huber@web.de
Keller;Anna;Gartenweg 73;8002;Uster;0442302770;0799644823;1963-05-04;Anna.Keller@yahoo.com
Meier;Michaela;Ringstrasse 97;8500;Lausanne;0442066085;0794549941;1985-05-13;Michaela.Meier@example.com
Zürcher;Maria;Schulstrasse 87;6003;Winterthur;0447657653;0798027573;1952-03-30;Maria.Zürcher@example.com
Müller;Thomas;Dorfstrasse 49;3000;Uster;0449153006;0793475351;1987-09-07;Thomas.Müller@mail.com
Müller;Markus;Rosenweg 77;6003;Freiburg;0443271584;0799535881;1951-03-21;Markus.Müller@gmail.com
Müller;Maria;Alpenblick 40;9050;Chur;0449833678;0798041878;1960-07-12;Maria.Müller@gmail.com
Marti;Felix;Tannenweg 10;6003;Baden;0448094381;0798742111;1955-08-23;Felix.Marti@gmail.com
Marti;Kevin;Talstrasse 12;9000;Luzern;0444648586;0795980038;1953-07-08;Kevin.Marti@mail.com
Gerber;Thomas;Rosenweg 45;8500;Freiburg;0447410655;0795980038;1954-02-06;Thomas.Gerber@gmail.com
Weber;Laura;Birkenweg 69;4001;Lausanne;0447043886;0796131401;1968-08-26;Laura.Weber@mail.com
Brunner;Markus;Brunnenstrasse 41;6300;Uster;0442321054;0795631305;1976-10-27;Markus.Brunner@example.com
Meier;David;Ringstrasse 49;1000;Chur;0442066085;0796087818;1969-09-26;David.Meier@example.com
Baumann;David;Wiesenweg 79;8002;Biel;0446062912;0794957977;1977-10-22;David.Baumann@example.com
Weber;Laura;Brunnenstrasse 83;9050;Lausanne;0445735778;0798188691;1998-07-27;Laura.Weber@mail.com
Wenger;Lukas;Alpenblick 89;9400;Lausanne;0442322425;0792141573;1991-05-06;Lukas.Wenger@mail.com
Weber;Laura;Gartenweg 70;7000;Sitten;0448482574;0797923742;1959-04-07;Laura.Weber@mail.com
Steiner;Anna;Lindenweg 21;1000;Lugano;0442321054;0795781113;1958-09-08;Anna.Steiner@example.com
Marti;Thomas;Seestrasse 3;9400;Freiburg;0442976598;0795597697;1986-11-05;Thomas.Marti@web.de
Maurer;Michaela;Gartenweg 42;6003;Biel;0441277545;0791826680;1974-07-19;Michaela.Maurer@yahoo.com
Schmid;David;Alpenblick 71;4001;Chur;0446958130;0799433022;1951-01-26;David.Schmid@example.com
Marti;Lena;Dorfstrasse 34;9001;Luzern;0442265256;0793739668;1977-02-01;Lena.Marti@web.de
Weber;Daniel;Brunnenstrasse 20;9001;Genf;0448590960;0791766783;1979-09-04;Daniel.Weber@web.de
Maurer;Julia;Seestrasse 34;9200;Biel;0441584559;0794646901;1971-12-27;Julia.Maurer@mail.com
Bachmann;Kevin;Sonnenweg 88;4001;Chur;0448591306;0796616369;1971-06-27;Kevin.Bachmann@yahoo.com
Meier;Sandra;Bergstrasse 34;8002;Winterthur;0448591306;0796415432;1971-10-19;Sandra.Meier@example.com
Steiner;Daniel;Hauptstrasse 47;9001;Uster;0444295640;0795781113;1968-04-02;Daniel.Steiner@yahoo.com
Brunner;Nina;Talstrasse 55;9200;Biel;0443804554;0798166505;1971-10-21;Nina.Brunner@example.com
Schmid;David;Birkenweg 94;9001;Chur;0445519479;0794686845;1984-03-25;David.Schmid@mail.com
Weber;Felix;Dorfstrasse 39;8050;Thun;0446424159;0799433022;1985-06-25;Felix.Weber@mail.com
Marti;Max;Sonnenweg 82;9200;Freiburg;0449689685;0795354193;1998-09-03;Max.Marti@web.de
Fischer;Lukas;Poststrasse 97;8002;Baden;0448094381;0797765114;1957-08-11;Lukas.Fischer@example.com
Marti;Sandra;Tannenweg 71;9200;Zug;0442441713;0798159871;1999-12-16;Sandra.Marti@web.de
Brunner;Kevin;Hauptstrasse 65;6003;Lausanne;0447604237;0796290954;1968-08-25;Kevin.Brunner@example.com
Schmid;Katja;Sonnenweg 35;6300;Solothurn;0447604237;0793739668;1972-06-14;Katja.Schmid@mail.com
Fischer;Daniel;Weidstrasse 84;8400;Zug;0445192456;0799343726;1985-06-17;Daniel.Fischer@mail.com
Baumann;Simon;Poststrasse 14;9400;Solothurn;0448982813;0799516577;1975-04-22;Simon.Baumann@web.de
Baumann;Maria;Weidstrasse 72;9001;Thun;0443414722;0793741172;1991-09-05;Maria.Baumann@web.de
Meier;Lukas;Feldstrasse 56;9100;Luzern;0442172365;0796087818;1961-10-28;Lukas.Meier@mail.com
Zürcher;Lena;Sonnenweg 84;9100;Bern;0446424159;0792169562;1952-05-30;Lena.Zürcher@web.de
Huber;Katja;Alpenblick 69;5000;Chur;0448482574;0798027573;1956-06-01;Katja.Huber@gmail.com
Kunz;Simon;Gartenweg 11;3000;Luzern;0442066085;0797526210;1996-02-14;Simon.Kunz@gmail.com
Keller;Sandra;Alpenblick 79;9001;Baden;0441814027;0794826697;1980-09-25;Sandra.Keller@example.com
Steiner;Markus;Bahnhofstrasse 37;3000;St. Gallen;0442376115;0795114420;1955-01-30;Markus.Steiner@mail.com
Fischer;Daniel;Rosenweg 54;9200;Uster;0448482574;0791826680;1998-08-06;Daniel.Fischer@example.com
Steiner;David;Birkenweg 81;6300;Neuenburg;0449689685;0795160934;1991-11-08;David.Steiner@example.com
Baumann;Felix;Dorfstrasse 15;8304;Chur;0444853797;0797346559;1974-09-11;Felix.Baumann@example.com
Baumann;Markus;Alpenblick 44;5000;Basel;0449789370;0791826680;1973-06-06;Markus.Baumann@yahoo.com
Weber;Peter;Ringstrasse 17;6003;Genf;0441277545;0791129673;1964-06-12;Peter.Weber@example.com
Fischer;David;Poststrasse 67;8400;Freiburg;0441277545;0794686845;1980-04-12;David.Fischer@web.de
Bachmann;Thomas;Brunnenstrasse 14;9000;Chur;0449656653;0794686845;1979-11-30;Thomas.Bachmann@web.de
Wenger;Anna;Wiesenweg 23;9400;Schaffhausen;0448350147;0791129673;1988-07-10;Anna.Wenger@gmail.com
Kunz;Lena;Bahnhofstrasse 8;8001;Sitten;0444446643;0793478279;1995-07-02;Lena.Kunz@gmail.com
Bachmann;Lena;Ringstrasse 23;8050;Thun;0443414722;0798188691;1995-11-27;Lena.Bachmann@gmail.com
Lehmann;Kevin;Lindenweg 21;7000;Zug;0447043886;0797346559;1972-04-24;Kevin.Lehmann@web.de
Brunner;David;Rosenweg 72;6300;Zürich;0445768979;0796530765;1952-07-13;David.Brunner@web.de
Wenger;Kevin;Alpenblick 11;6003;Zürich;0441849975;0792915444;1953-02-08;Kevin.Wenger@example.com
Fischer;Simon;Weidstrasse 29;8400;Lugano;0442322425;0796785158;1988-12-21;Simon.Fischer@gmail.com
Huber;Michaela;Hauptstrasse 77;8001;Freiburg;0442376115;0798027573;1975-01-18;Michaela.Huber@yahoo.com
Huber;Julia;Brunnenstrasse 34;5000;Uster;0447043886;0794957977;1965-02-18;Julia.Huber@yahoo.com
Zürcher;Kevin;Bahnhofstrasse 44;9300;Freiburg;0449689685;0792680798;1982-10-30;Kevin.Zürcher@mail.com
Weber;Markus;Ringstrasse 89;8304;Solothurn;0445519479;0795597697;1987-09-24;Markus.Weber@mail.com
Baumann;Kevin;Bahnhofstrasse 25;9001;Zug;0443352937;0799473499;1995-01-31;Kevin.Baumann@mail.com
Schmid;Laura;Tannenweg 6;7000;Sitten;0447410655;0798273907;1996-12-01;Laura.Schmid@gmail.com
Fischer;Michaela;Hauptstrasse 45;9400;Zürich;0449789370;0797765114;1971-09-20;Michaela.Fischer@yahoo.com
Gerber;Maria;Schulstrasse 64;8500;Lausanne;0446062912;0791860658;1956-09-02;Maria.Gerber@example.com
Brunner;Max;Schulstrasse 82;9000;St. Gallen;0449789370;0798551915;1978-11-01;Max.Brunner@example.com
Roth;Sandra;Bergstrasse 27;9300;Baden;0446792481;0791310176;1997-02-18;Sandra.Roth@mail.com
Kunz;Laura;Brunnenstrasse 28;3000;Schaffhausen;0448591306;0793478279;1951-12-12;Laura.Kunz@gmail.com
Wenger;Felix;Poststrasse 41;9000;Schaffhausen;0445781828;0793741172;1978-01-06;Felix.Wenger@mail.com
Baumann;Felix;Ringstrasse 47;9050;Lausanne;0442118266;0796649602;1997-10-22;Felix.Baumann@example.com
Roth;Katja;Rosenweg 56;9050;Schaffhausen;0442744320;0793543120;1956-12-27;Katja.Roth@mail.com
Keller;Sophie;Bahnhofstrasse 31;9100;Luzern;0448482574;0799236745;1992-02-18;Sophie.Keller@yahoo.com
Wenger;Felix;Rosenweg 53;9300;Luzern;0449153006;0794012905;1959-11-24;Felix.Wenger@yahoo.com
Keller;Anna;Bergstrasse 93;8304;Solothurn;0445735778;0796785158;1968-02-04;Anna.Keller@example.com
Zürcher;Lukas;Gartenweg 88;9100;St. Gallen;0447633856;0796415432;1976-01-27;Lukas.Zürcher@yahoo.com
Steiner;Julia;Bahnhofstrasse 25;8400;Bern;0449689685;0795919543;1995-01-10;Julia.Steiner@mail.com
Marti;Felix;Poststrasse 84;9200;Thun;0448350147;0798740150;2000-07-24;Felix.Marti@web.de
Schmid;Lukas;Schulstrasse 73;1000;Zug;0442441713;0793741172;1966-02-11;Lukas.Schmid@mail.com
Sutter;Laura;Alpenblick 82;9000;Baden;0447043886;0793478279;1973-05-25;Laura.Sutter@web.de
Zürcher;Lena;Rosenweg 74;3000;Schaffhausen;0446958130;0796415432;1999-08-23;Lena.Zürcher@web.de
Steiner;Sandra;Lindenweg 34;8002;Genf;0442059596;0798369565;1966-11-28;Sandra.Steiner@gmail.com
Zürcher;Thomas;Sonnenweg 48;3000;Uster;0441025317;0793711365;1988-10-15;Thomas.Zürcher@mail.com
Meier;Maria;Wiesenweg 92;6003;Basel;0448569453;0792680798;1982-12-28;Maria.Meier@web.de
Wenger;Markus;Bergstrasse 24;9100;Basel;0443352937;0798159871;1989-06-25;Markus.Wenger@example.com
Bachmann;Katja;Seestrasse 87;6003;Baden;0447604237;0792181625;1954-03-11;Katja.Bachmann@web.de
Schmid;Laura;Dorfstrasse 61;8304;Solothurn;0443005327;0792225391;1973-06-13;Laura.Schmid@mail.com
Maurer;Laura;Lindenweg 69;9300;Genf;0443352937;0798188691;1995-09-02;Laura.Maurer@mail.com
Roth;David;Brunnenstrasse 16;5000;Thun;0446792481;0797765114;1950-08-15;David.Roth@yahoo.com
Schmid;Lena;Bergstrasse 35;6300;Basel;0445192456;0792915444;1975-11-11;Lena.Schmid@yahoo.com
Maurer;Max;Poststrasse 56;5000;Baden;0448670314;0795109693;1986-06-04;Max.Maurer@yahoo.com
Schmid;Thomas;Weidstrasse 58;8400;Lausanne;0447043886;0799535881;1967-05-16;Thomas.Schmid@gmail.com
Maurer;Daniel;Wiesenweg 72;8001;Winterthur;0445768979;0798740150;1985-06-24;Daniel.Maurer@gmail.com
Gerber;Laura;Wiesenweg 29;9000;Neuenburg;0449800670;0792316000;1990-01-21;Laura.Gerber@yahoo.com
Wenger;Thomas;Rosenweg 19;9200;St. Gallen;0449153046;0797740808;1963-08-14;Thomas.Wenger@web.de
Brunner;Laura;Ringstrasse 20;3000;Zürich;0448374138;0798696155;1974-02-26;Laura.Brunner@web.de
Fischer;Sandra;Wiesenweg 42;9001;Zürich;0444648586;0793475351;1953-12-14;Sandra.Fischer@web.de
Wenger;Peter;Brunnenstrasse 51;8002;St. Gallen;0449429709;0793501428;1994-09-15;Peter.Wenger@example.com
Roth;Markus;Hauptstrasse 53;8304;Uster;0447252363;0798841134;1997-08-19;Markus.Roth@gmail.com
Keller;Lukas;Feldstrasse 84;7000;Bern;0447604237;0798273907;1986-04-03;Lukas.Keller@mail.com
Gerber;Max;Wiesenweg 41;9000;Lugano;0449833678;0795631305;1981-04-10;Max.Gerber@yahoo.com
Huber;Thomas;Tannenweg 40;9400;Luzern;0446062912;0793269976;1983-09-08;Thomas.Huber@mail.com
Sutter;Markus;Seestrasse 96;9001;Chur;0444633613;0792169562;1991-03-01;Markus.Sutter@example.com
Gerber;Lena;Gartenweg 85;9000;Schaffhausen;0446062912;0795354193;1962-06-10;Lena.Gerber@web.de
Fischer;Lukas;Ringstrasse 55;8050;St. Gallen;0442144055;0794957977;1980-12-14;Lukas.Fischer@yahoo.com
Lehmann;Michaela;Wiesenweg 59;9000;Basel;0448630394;0791668239;1994-08-26;Michaela.Lehmann@example.com
Wenger;Max;Wiesenweg 25;8050;Sitten;0446533396;0793954902;1984-07-23;Max.Wenger@example.com
Wenger;Michaela;Talstrasse 76;9000;Lausanne;0448537374;0794688034;1956-09-30;Michaela.Wenger@mail.com
Kunz;Peter;Rosenweg 84;3000;Biel;0446438065;0794688034;1984-05-31;Peter.Kunz@mail.com
Roth;Laura;Weidstrasse 76;9050;Basel;0449188966;0791731551;1966-08-09;Laura.Roth@web.de
Wenger;Sophie;Poststrasse 27;5000;Bern;0446792481;0797526210;1961-03-17;Sophie.Wenger@yahoo.com
Huber;Michaela;Feldstrasse 43;7000;Zug;0448482574;0797788905;1979-08-21;Michaela.Huber@example.com
Wenger;Anna;Ringstrasse 69;8001;Freiburg;0448590960;0797923742;1986-05-30;Anna.Wenger@web.de
Fischer;Maria;Alpenblick 41;9300;Winterthur;0446062912;0795354193;1959-07-07;Maria.Fischer@gmail.com
Brunner;Lena;Hauptstrasse 49;3000;Thun;0442066085;0797186919;1987-07-02;Lena.Brunner@example.com
Fischer;Felix;Schulstrasse 76;1000;Baden;0446681362;0798369565;1990-04-07;Felix.Fischer@yahoo.com
Zürcher;Katja;Poststrasse 68;9001;Baden;0443669973;0791826680;1951-11-02;Katja.Zürcher@web.de
Zürcher;Kevin;Talstrasse 45;9200;Bern;0446247475;0794686845;1980-08-19;Kevin.Zürcher@mail.com
Sutter;Nina;Wiesenweg 17;9300;Neuenburg;0444295640;0798742111;1981-07-15;Nina.Sutter@example.com
Keller;Michaela;Brunnenstrasse 23;8304;Biel;0443804554;0798027573;1995-05-22;Michaela.Keller@example.com
Keller;Sandra;Schulstrasse 48;7000;Zug;0442744320;0797346559;1977-05-07;Sandra.Keller@gmail.com
Keller;Thomas;Seestrasse 81;8050;St. Gallen;0446247475;0793543120;1992-09-19;Thomas.Keller@web.de
Lehmann;David;Brunnenstrasse 91;9001;Luzern;0446533396;0792225391;1957-04-15;David.Lehmann@gmail.com
Weber;Katja;Seestrasse 76;9050;Freiburg;0447252363;0793269976;1983-09-19;Katja.Weber@web.de
Bachmann;Felix;Poststrasse 53;1000;Luzern;0443824648;0796087818;1978-05-20;Felix.Bachmann@mail.com
Fischer;Kevin;Rosenweg 84;8304;St. Gallen;0441849975;0798841134;1978-06-29;Kevin.Fischer@yahoo.com
Kunz;Julia;Sonnenweg 42;8002;Schaffhausen;0446079100;0793711365;1990-05-28;Julia.Kunz@gmail.com
Keller;Daniel;Talstrasse 5;9200;Zug;0448350147;0792225391;1950-12-09;Daniel.Keller@example.com
Lehmann;Lukas;Gartenweg 71;6300;Uster;0448982813;0798551915;1995-01-18;Lukas.Lehmann@example.com
Zürcher;Lukas;Sonnenweg 54;4001;Baden;0442066085;0793954902;1985-09-19;Lukas.Zürcher@mail.com
Steiner;Peter;Dorfstrasse 40;9000;Basel;0443414722;0796415432;1977-12-24;Peter.Steiner@mail.com
Kunz;Felix;Schulstrasse 13;4001;Chur;0445781828;0794549941;1983-07-18;Felix.Kunz@example.com
Gerber;Sandra;Bahnhofstrasse 96;6300;Schaffhausen;0448670314;0799236745;1986-03-16;Sandra.Gerber@web.de
Fischer;Sandra;Sonnenweg 5;7000;Schaffhausen;0449923823;0795781113;1961-07-31;Sandra.Fischer@web.de
Steiner;Felix;Gartenweg 54;7000;Zug;0442376115;0799536333;1964-08-11;Felix.Steiner@web.de
Kunz;Max;Tannenweg 81;4001;Basel;0448157568;0795631305;1959-05-09;Max.Kunz@mail.com
Steiner;Felix;Wiesenweg 83;7000;Biel;0447633856;0795781113;1956-05-16;Felix.Steiner@mail.com
Sutter;Peter;Gartenweg 67;8050;Biel;0448157568;0798696155;1957-01-20;Peter.Sutter@yahoo.com
Wenger;Katja;Wiesenweg 40;6300;Luzern;0446807371;0791954558;1950-06-10;Katja.Wenger@web.de
Marti;Peter;Poststrasse 71;9000;St. Gallen;0443669973;0795160934;1954-03-25;Peter.Marti@web.de
Baumann;Thomas;Gartenweg 62;1000;Biel;0441578655;0794552384;2000-12-24;Thomas.Baumann@web.de
Steiner;Lena;Schulstrasse 29;9300;Basel;0446792481;0799516577;1956-08-20;Lena.Steiner@gmail.com
Steiner;Max;Poststrasse 45;9400;Baden;0449153046;0796786311;1966-06-26;Max.Steiner@gmail.com
Brunner;Anna;Birkenweg 48;9400;Luzern;0448591306;0799236745;1952-06-17;Anna.Brunner@yahoo.com
Roth;Peter;Wiesenweg 61;9400;Freiburg;0445192456;0798273907;1979-09-27;Peter.Roth@example.com
Roth;Sophie;Schulstrasse 5;8500;Freiburg;0443804554;0798696155;1978-04-29;Sophie.Roth@web.de
Schmid;Lena;Rosenweg 98;3000;Chur;0448630394;0791860658;1969-06-27;Lena.Schmid@web.de
Sutter;Peter;Brunnenstrasse 91;3000;Biel;0445192456;0791954558;1979-12-31;Peter.Sutter@gmail.com
Baumann;Julia;Alpenblick 18;8400;Winterthur;0442059596;0799516577;1975-10-18;Julia.Baumann@mail.com
Gerber;Michaela;Dorfstrasse 70;8400;Uster;0443403090;0794602048;1950-06-04;Michaela.Gerber@web.de
Wenger;Simon;Tannenweg 68;9400;Solothurn;0447975858;0791282670;1958-07-29;Simon.Wenger@yahoo.com
Sutter;David;Bergstrasse 43;7000;Winterthur;0442265256;0798159871;1976-01-14;David.Sutter@example.com
Schmid;Kevin;Tannenweg 14;6003;Zug;0443352937;0794602048;1971-08-05;Kevin.Schmid@web.de
Schmid;Lena;Alpenblick 48;9300;Zug;0441651055;0795980038;1991-02-15;Lena.Schmid@gmail.com
Steiner;Kevin;Birkenweg 2;6003;Chur;0442986851;0794795028;1991-07-12;Kevin.Steiner@yahoo.com
Roth;Laura;Poststrasse 6;9050;Neuenburg;0446247475;0793478279;1967-05-25;Laura.Roth@gmail.com
Zürcher;Daniel;Brunnenstrasse 8;9200;Luzern;0449923823;0799343726;1955-09-27;Daniel.Zürcher@yahoo.com
Keller;Daniel;Wiesenweg 56;9050;Bern;0446958130;0796785158;1998-12-11;Daniel.Keller@yahoo.com
Marti;Kevin;Wiesenweg 63;8400;Chur;0444295640;0794012905;1981-12-07;Kevin.Marti@example.com
Brunner;David;Bergstrasse 47;8050;Genf;0443403090;0792225391;1959-07-23;David.Brunner@gmail.com
Sutter;Katja;Tannenweg 75;9000;Solothurn;0445519479;0793571752;1990-08-15;Katja.Sutter@mail.com
Marti;Kevin;Brunnenstrasse 41;7000;Chur;0441353442;0796785158;1967-12-31;Kevin.Marti@gmail.com
Brunner;Daniel;Wiesenweg 73;6003;Baden;0443824648;0793269976;1997-01-15;Daniel.Brunner@gmail.com
Roth;Lena;Seestrasse 63;3000;Genf;0447252363;0793501428;1973-06-28;Lena.Roth@gmail.com
Huber;Laura;Weidstrasse 95;9100;Zürich;0442321054;0794012905;1980-04-01;Laura.Huber@web.de
Brunner;Max;Birkenweg 23;7000;Solothurn;0443810194;0795597697;1958-09-20;Max.Brunner@gmail.com
Lehmann;Sophie;Dorfstrasse 79;9050;Solothurn;0442302770;0797977495;1951-09-07;Sophie.Lehmann@web.de
Marti;Maria;Gartenweg 35;8400;Baden;0448350147;0798369565;1962-06-11;Maria.Marti@yahoo.com
Müller;Michaela;Poststrasse 14;4001;St. Gallen;0442118266;0792915444;1964-03-15;Michaela.Müller@example.com
Müller;Thomas;Seestrasse 11;9001;Biel;0448350147;0799644823;1985-02-15;Thomas.Müller@yahoo.com
Roth;Sandra;Poststrasse 52;9100;Luzern;0446681362;0793739668;1969-08-05;Sandra.Roth@gmail.com
Gerber;Lukas;Brunnenstrasse 67;9200;Thun;0446569362;0799516577;1988-08-26;Lukas.Gerber@yahoo.com
Maurer;Lena;Talstrasse 7;9000;Luzern;0441814027;0797765114;1954-07-10;Lena.Maurer@yahoo.com
Maurer;Simon;Feldstrasse 27;8400;Thun;0442994435;0795781113;1959-03-01;Simon.Maurer@yahoo.com
Sutter;Michaela;Birkenweg 59;9000;Baden;0442801142;0793739668;1984-01-27;Michaela.Sutter@web.de
Sutter;Nina;Seestrasse 41;3000;Uster;0449188966;0798369565;1996-03-23;Nina.Sutter@mail.com
Gerber;Markus;Bergstrasse 78;7000;Genf;0449800670;0791129673;1964-10-26;Markus.Gerber@web.de
Zürcher;Lena;Feldstrasse 72;8002;Basel;0445768979;0797788905;1976-10-11;Lena.Zürcher@gmail.com
Zürcher;Lena;Bergstrasse 76;1000;Zürich;0441353442;0796785158;1991-09-18;Lena.Zürcher@web.de
Maurer;Julia;Brunnenstrasse 62;8002;Baden;0442172365;0799644823;1956-01-26;Julia.Maurer@gmail.com
Bachmann;Lukas;Seestrasse 23;9001;Chur;0441584559;0794957977;1981-07-05;Lukas.Bachmann@gmail.com
Huber;Simon;Sonnenweg 59;7000;Zürich;0443810194;0796087818;1951-12-08;Simon.Huber@example.com
Brunner;Kevin;Birkenweg 9;8304;Chur;0442976598;0797765114;1972-11-27;Kevin.Brunner@mail.com
Lehmann;Daniel;Feldstrasse 56;7000;Neuenburg;0442321054;0795354193;1986-04-30;Daniel.Lehmann@example.com
Meier;Julia;Feldstrasse 1;9001;Luzern;0448590960;0799644823;1999-06-28;Julia.Meier@mail.com
Roth;David;Tannenweg 28;8002;Biel;0441849975;0792141573;1978-07-12;David.Roth@gmail.com
Keller;Laura;Rosenweg 49;9200;Thun;0442066085;0794012905;1957-04-22;Laura.Keller@mail.com
Müller;Markus;Bergstrasse 72;8001;Solothurn;0443804554;0796530765;1970-10-01;Markus.Müller@web.de
Zürcher;Kevin;Wiesenweg 71;3000;St. Gallen;0443804554;0795781113;1964-12-21;Kevin.Zürcher@example.com
Wenger;Katja;Weidstrasse 61;8304;Lugano;0445349037;0799433022;1966-12-19;Katja.Wenger@web.de
Meier;Lena;Talstrasse 60;9050;Schaffhausen;0447965858;0796649602;1953-03-29;Lena.Meier@mail.com
Gerber;Nina;Wiesenweg 4;8002;Chur;0442217112;0792169562;1983-08-13;Nina.Gerber@web.de
Weber;Laura;Tannenweg 11;8400;Winterthur;0441849975;0795919543;1983-02-06;Laura.Weber@example.com
Baumann;Thomas;Wiesenweg 74;6003;Schaffhausen;0449800670;0795781113;1961-04-23;Thomas.Baumann@mail.com
Müller;Max;Rosenweg 13;9200;Chur;0447657653;0794957977;1960-09-25;Max.Müller@gmail.com
Maurer;Laura;Brunnenstrasse 12;9001;Freiburg;0449689685;0799516577;1984-08-07;Laura.Maurer@example.com
Lehmann;Felix;Ringstrasse 32;9200;Freiburg;0449923823;0798369565;1960-11-28;Felix.Lehmann@example.com
Roth;Lena;Wiesenweg 11;6300;Lausanne;0449153046;0799343726;1973-07-24;Lena.Roth@yahoo.com
Huber;Laura;Lindenweg 96;1000;Chur;0443824648;0791826680;1995-12-15;Laura.Huber@yahoo.com
Baumann;Markus;Schulstrasse 21;9300;Winterthur;0449833678;0791766783;1989-02-20;Markus.Baumann@web.de
Zürcher;Simon;Alpenblick 68;9400;Thun;0444648586;0798830298;1953-11-09;Simon.Zürcher@example.com
Wenger;Anna;Bergstrasse 41;9050;Uster;0447657653;0792141573;1980-02-06;Anna.Wenger@gmail.com
Wenger;Lukas;Dorfstrasse 35;6003;Solothurn;0446079100;0792141573;1969-04-29;Lukas.Wenger@web.de
Brunner;David;Sonnenweg 97;8050;Zürich;0441849975;0798830298;1961-11-18;David.Brunner@mail.com
Lehmann;Sandra;Hauptstrasse 94;1000;Uster;0441849975;0794686845;1981-04-21;Sandra.Lehmann@gmail.com
Brunner;Thomas;Wiesenweg 94;9400;Lugano;0445768979;0791129673;1975-02-19;Thomas.Brunner@yahoo.com
Bachmann;Sophie;Sonnenweg 94;1000;Solothurn;0442321054;0796087818;1979-06-22;Sophie.Bachmann@mail.com
Wenger;Laura;Brunnenstrasse 96;8001;Zürich;0449153006;0794688034;1991-07-04;Laura.Wenger@web.de
Weber;Kevin;Talstrasse 74;9200;Lausanne;0442744320;0793269976;1991-10-09;Kevin.Weber@example.com
Maurer;Thomas;Lindenweg 12;8500;Solothurn;0449689685;0797740808;1999-09-01;Thomas.Maurer@web.de
Fischer;Anna;Wiesenweg 2;8304;Neuenburg;0441584559;0791826680;1979-12-19;Anna.Fischer@yahoo.com
Huber;Maria;Seestrasse 62;9001;Neuenburg;0445198625;0797765114;1987-06-17;Maria.Huber@example.com
Schmid;Simon;Talstrasse 64;6003;Biel;0448033486;0796415432;1959-06-20;Simon.Schmid@yahoo.com
Bachmann;Michaela;Seestrasse 90;8002;St. Gallen;0443403090;0796649602;1950-05-29;Michaela.Bachmann@yahoo.com
Bachmann;Michaela;Sonnenweg 18;8001;Uster;0448094381;0793739668;1953-11-21;Michaela.Bachmann@example.com
Fischer;David;Rosenweg 71;6003;Zug;0442994435;0799236745;1971-04-16;David.Fischer@mail.com
Fischer;Maria;Feldstrasse 93;8002;Uster;0448145853;0795631305;1980-02-01;Maria.Fischer@yahoo.com
